STT,query_id,query_text,product_id,product_name,product_price,product_specs,violates_hard_constraint,is_relevant,notes
123,A3,Điện thoại dưới 10 triệu,323,Điện thoại Masstel IZI 10 4G Type-C,430000,"{""battery"": 1000, ""chipset"": ""Unisoc UMS9117"", ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 1.77}",,TRUE,
124,A3,Điện thoại dưới 10 triệu,330,Điện thoại Vivo Y11d 4GB/128GB,6240000,"{""os"": ""OriginOS 6"", ""ram"": 4, ""camera"": 50, ""battery"": 6500, ""chipset"": ""Unisoc T7225 8 nhân"", ""storage"": 128, ""charging"": 44, ""material"": ""Khung & Mặt lưng Polymer"", ""screen_size"": 6.74, ""front_camera"": 5, ""refresh_rate"": 120}",,TRUE,
125,A3,Điện thoại dưới 10 triệu,331,Điện thoại Xiaomi Redmi A7 3GB/64GB,3390000,"{""os"": ""Android 15"", ""ram"": 3, ""camera"": 13, ""battery"": 5200, ""chipset"": ""Unisoc T7250 8 nhân"", ""storage"": 64, ""charging"": 15, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.88, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
126,A3,Điện thoại dưới 10 triệu,332,Điện thoại Nubia V80 Design 4GB/128GB,3540000,"{""os"": ""Android 16"", ""ram"": 4, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Unisoc T7280 8 nhân"", ""storage"": 128, ""charging"": 5, ""material"": ""Khung & Mặt lưng nhựa cao cấp"", ""screen_size"": 6.75, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
127,A3,Điện thoại dưới 10 triệu,333,Điện thoại Samsung Galaxy A07 5G 4GB/128GB,4800000,"{""os"": ""Android 16"", ""ram"": 4, ""camera"": 50, ""battery"": 6000, ""chipset"": ""MediaTek Dimensity 6300 5G 8 nhân"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung nhựa & Mặt lưng sợi thủy tinh"", ""screen_size"": 6.74, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
128,A4,Laptop Dell,165,"Laptop Dell 15 DC15255 - DC5R5973W1-2Y (R5 7530U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",24390000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""AMD Ryzen 5 - 7530U"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
129,A4,Laptop Dell,168,"Laptop Dell 15 DC15250 - DC5I5897W1 (i5 1334U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",23390000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
130,A4,Laptop Dell,175,"Laptop Dell 15 DC15250 - 71092479 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",23390000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
131,A4,Laptop Dell,199,"Laptop Dell 15 DC15250 - CPH99 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",22890000,"{""os"": ""Windows 11 Home SL + Office Home & Student 2021 + Microsoft 365 Basic"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
132,A4,Laptop Dell,206,"Laptop Dell 14 DC14250 - DC4C5386W (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",27390000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.69, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
133,A4,Laptop Dell,208,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU-27 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",23390000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.9, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
134,A4,Laptop Dell,216,"Laptop Dell Pro 14 Essential PV14250 - PV14250-120U-16512W-BL (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",28390000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)"", ""weight"": 1.69, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ kim loại"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
135,A4,Laptop Dell,222,"Laptop Dell 15 DC15250 - DC5I7748W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",25890000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
136,A4,Laptop Dell,266,"Laptop Dell Inspiron 14 5441 - 5MNK1 (X1P 64 100, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",26690000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic"", ""cpu"": ""Snapdragon X Plus - X1P-64-100"", ""ram"": 16, ""vga"": ""Card tích hợp - Qualcomm Adreno GPU"", ""weight"": 1.53, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ kim loại - Nhôm"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
137,A4,Laptop Dell,267,"Laptop Dell 15 DC15250 - DC5I5357W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",22890000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
138,A4,Laptop Dell,274,"Laptop Dell 14 DC14250 - DC14250-C3U085W11SLU-27 (Core 3 100U, 8GB, 512GB, Full HD+, OfficeH24+365, Win11)",19190000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core 3 Raptor Lake - 100U"", ""ram"": 8, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.69, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
139,A4,Laptop Dell,277,"Laptop Dell 15 DC15250 - 71084747 (i7 1355U, 16GB, 512GB, Full HD 120 Hz, OfficeHS24+365, Win11)",25890000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
140,A4,Laptop Dell,284,"Laptop Dell 15 DC15255 - X9YM42 (R7 7730U, 16GB, 1TB, Full HD 120Hz, OfficeH24+36, Win11)",30590000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""AMD Ryzen 7 - 7730U"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.635, ""battery"": 41.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
141,A4,Laptop Dell,286,"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",25890000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
142,A4,Laptop Dell,294,"Laptop Dell 15 DC15250 - 71084746 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",22890000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
143,A4,Laptop Dell,295,"Laptop Dell 15 DC15250 - CPH991 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS24+365, Win11)",27890000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
144,A5,Samsung Galaxy,186,Điện thoại Samsung Galaxy S26 FE 5G 8GB/128GB,15840000,"{""os"": ""One UI 9.0 (Android 17)"", ""ram"": 8, ""camera"": 50, ""battery"": 4900, ""chipset"": ""Exynos 2500 10 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng kính cường lực Gorilla Glass Victus+"", ""screen_size"": 6.7, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
145,A5,Samsung Galaxy,189,Điện thoại Samsung Galaxy Z Fold8 Ultra 12GB/256GB,46290000,"{""os"": ""Android 17"", ""ram"": 12, ""camera"": 200, ""battery"": 5000, ""chipset"": ""Snapdragon 8 Elite Gen 5 for Galaxy (3nm)"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 8.0, ""front_camera"": 10, ""refresh_rate"": 120}",,TRUE,
146,A5,Samsung Galaxy,193,Điện thoại Samsung Galaxy A37 5G 6GB/128GB,9300000,"{""os"": ""Android 16"", ""ram"": 6, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Exynos 1480 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhựa & Mặt lưng kính cường lực Gorilla Glass Victus+"", ""screen_size"": 6.7, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
147,A5,Samsung Galaxy,232,Điện thoại Samsung Galaxy S26 5G 12GB/256GB,20000000,"{""os"": ""Android 16"", ""ram"": 12, ""camera"": 50, ""battery"": 4300, ""chipset"": ""Exynos 2600"", ""storage"": 256, ""charging"": 25, ""material"": ""Khung Armor Aluminum & Mặt lưng kính cường lực Gorilla Victus 2"", ""screen_size"": 6.3, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
148,A5,Samsung Galaxy,248,Điện thoại Samsung Galaxy S25 5G 12GB/256GB,16790000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 50, ""battery"": 4000, ""chipset"": ""Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân"", ""storage"": 256, ""charging"": 25, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.2, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
149,A5,Samsung Galaxy,253,Điện thoại Samsung Galaxy A17 5G 8GB/128GB,6300000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Exynos 1330"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 13, ""refresh_rate"": 90}",,TRUE,
150,A5,Samsung Galaxy,313,Điện thoại Samsung Galaxy A07 4GB/64GB,3340000,"{""os"": ""Android 15"", ""ram"": 4, ""camera"": 50, ""battery"": 5000, ""chipset"": ""MediaTek Helio G99"", ""storage"": 64, ""charging"": 25, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 8, ""refresh_rate"": 90}",,TRUE,
151,A5,Samsung Galaxy,314,Điện thoại Samsung Galaxy A17 4GB/128GB,5400000,"{""os"": ""Android 15"", ""ram"": 4, ""camera"": 50, ""battery"": 5000, ""chipset"": ""MediaTek Helio G99"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 13, ""refresh_rate"": 90}",,TRUE,
152,A5,Samsung Galaxy,333,Điện thoại Samsung Galaxy A07 5G 4GB/128GB,4800000,"{""os"": ""Android 16"", ""ram"": 4, ""camera"": 50, ""battery"": 6000, ""chipset"": ""MediaTek Dimensity 6300 5G 8 nhân"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung nhựa & Mặt lưng sợi thủy tinh"", ""screen_size"": 6.74, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
153,A6,Laptop SSD 512GB,162,"Laptop HP 15 fc0023AU - D0BH1PA (R5 7520U, 16GB, 512GB, Full HD, Win11)",22390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 5 - 7520U"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon 610M Graphics"", ""weight"": 1.59, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6}",,TRUE,
154,A6,Laptop SSD 512GB,164,"Laptop Asus Vivobook S14 S3407VA - LY146W (Core 5 210H, 16GB, 512GB, WUXGA, Win11)",22590000,"{""os"": ""Windows 11 Home"", ""cpu"": ""Intel Core 5 Raptor Lake - 210H"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.4, ""battery"": 70.0, ""storage"": 512, ""material"": ""Vỏ bằng kim loại - Chiếu nghỉ tay bằng nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
155,A6,Laptop SSD 512GB,165,"Laptop Dell 15 DC15255 - DC5R5973W1-2Y (R5 7530U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",24390000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""AMD Ryzen 5 - 7530U"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
156,A6,Laptop SSD 512GB,166,"Laptop Lenovo IdeaPad Slim 3 15IPH11 - 83UR00A4VN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",25090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Panther Lake - 322"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.63, ""battery"": 60.0, ""storage"": 512, ""material"": ""Mặt lưng nhôm - Mặt dưới nhựa"", ""screen_size"": 15.3, ""refresh_rate"": 60}",,TRUE,
157,A6,Laptop SSD 512GB,167,"Laptop HP 240R G10 - C3RU7AT (Core 5 120U, 16GB, 512GB, Full HD, Win11)",24090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.402, ""battery"": 41.04, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.0}",,TRUE,
158,A6,Laptop SSD 512GB,168,"Laptop Dell 15 DC15250 - DC5I5897W1 (i5 1334U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",23390000,"{""os"": ""Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
159,A6,Laptop SSD 512GB,169,Laptop MacBook Air 13 inch M5 16GB/512GB/8GPU 70W,35290000,"{""os"": ""macOS Tahoe"", ""cpu"": ""Apple M5"", ""ram"": 16, ""vga"": ""Card tích hợp - 8 nhân GPU"", ""weight"": 1.23, ""battery"": 53.8, ""storage"": 512, ""material"": ""Vỏ nhôm tái chế 100%"", ""screen_size"": 13.6}",,TRUE,
160,A6,Laptop SSD 512GB,170,"Laptop MSI Modern 15 F1MG-1264VN (Core 5 120U, 16GB, 512GB, Full HD, Win11)",21090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core thế hệ 12 - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp"", ""weight"": 1.7, ""battery"": 46.8, ""storage"": 512, ""material"": ""Plastic (nhựa dẻo)"", ""screen_size"": 15.6}",,TRUE,
161,A6,Laptop SSD 512GB,171,"Laptop Asus Vivobook 16 A1607QA - MB067W (X1 26 100, 16GB, 512GB, WUXGA, Win11)",20590000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Snapdragon X - X1 26 100"", ""ram"": 16, ""vga"": ""Card tích hợp - Qualcomm Adreno GPU"", ""weight"": 1.88, ""battery"": 50.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 16.0, ""refresh_rate"": 60}",,TRUE,
162,A6,Laptop SSD 512GB,172,"Laptop Acer Aspire Lite 14 AL14-44P-R0SP - NX.DMCSV.003 (R7 7730U, 8GB, 512GB, Full HD+, Win11)",21590000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 7 - 7730U"", ""ram"": 8, ""vga"": ""Card tích hợp - AMD Radeon 680M Graphics"", ""weight"": 1.3, ""battery"": 58.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.5, ""refresh_rate"": 60}",,TRUE,
163,A6,Laptop SSD 512GB,173,"Laptop HP 245 G10 - B8PF9AT (R5 7530U, 8GB, 512GB, Full HD, Win11)",20390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 5 - 7530U"", ""ram"": 8, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.36, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
164,A6,Laptop SSD 512GB,175,"Laptop Dell 15 DC15250 - 71092479 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",23390000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
165,A6,Laptop SSD 512GB,176,"Laptop Acer Aspire Go 15 AG15-72P-500W - NX.JRRSV.007 (Core 5 120U, 16GB, 512GB, Full HD, Win11)",21090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.53, ""battery"": 55.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
166,A6,Laptop SSD 512GB,177,"Laptop Asus Vivobook 15 X1504VA - BQ185WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",20090000,"{""os"": ""Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.7, ""battery"": 42.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
167,A6,Laptop SSD 512GB,178,"Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700YUVN (R5 7535HS, 16GB, 512GB, WUXGA, Win11)",22590000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 5 - 7535HS"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon 660M Graphics"", ""weight"": 1.59, ""battery"": 50.0, ""storage"": 512, ""material"": ""Nắp lưng và chiếu nghỉ tay bằng nhôm"", ""screen_size"": 15.3, ""refresh_rate"": 60}",,TRUE,
168,A6,Laptop SSD 512GB,179,Laptop MacBook Air 15 inch M5 16GB/512GB 70W,41790000,"{""os"": ""macOS Tahoe"", ""cpu"": ""Apple M5 - Hãng không công bố"", ""ram"": 16, ""vga"": ""Card tích hợp - 10 nhân GPU"", ""weight"": 1.51, ""battery"": 66.5, ""storage"": 512, ""material"": ""Vỏ nhôm tái chế 100%"", ""screen_size"": 15.3}",,TRUE,
169,A6,Laptop SSD 512GB,180,"Laptop MSI Modern 15 F13MG - 667VN_16GB (i5 1334U, 16GB, 512GB, Full HD, Win11)",19290000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Iris Xe Graphics"", ""weight"": 1.7, ""battery"": 46.8, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
170,A6,Laptop SSD 512GB,181,"Laptop Acer Aspire Lite 15 AL15-49P-R6XX - NX.DRZSV.002 (R5 7430U, 8GB, 512GB, Full HD, Win11)",19790000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen 5 - 7430U"", ""ram"": 8, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.45, ""battery"": 58.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
171,A6,Laptop SSD 512GB,195,"Laptop Asus Vivobook 15 X1504VA - BQ295W (Core 7 150U, 16GB, 512GB, Full HD, Win11)",23290000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core 7 Raptor Lake - 150U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.7, ""battery"": 42.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
172,A6,Laptop SSD 512GB,196,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",28890000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core i5 Raptor Lake - 13420H"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 6 GB"", ""weight"": 2.29, ""battery"": 52.5, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
173,A6,Laptop SSD 512GB,197,"Laptop HP OmniBook 5 Flip 14 fp0057TU - BZ7Q6PA (Core 5 120U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",26890000,"{""os"": ""Windows 11 Home SL + Office Home 2024"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.638, ""battery"": 68.0, ""storage"": 512, ""material"": ""Vỏ kim loại"", ""screen_size"": 14.0}",,TRUE,
174,A6,Laptop SSD 512GB,198,"Laptop Asus Vivobook Go 15 E1504FA - BQ374W (R5 40, 8GB, 512GB, Full HD, Win11)",19990000,"{""os"": ""Windows 11 Home"", ""cpu"": ""AMD Ryzen 5 - 40"", ""ram"": 8, ""vga"": ""Card tích hợp - AMD Radeon Graphics"", ""weight"": 1.63, ""battery"": 42.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 60}",,TRUE,
175,A6,Laptop SSD 512GB,199,"Laptop Dell 15 DC15250 - CPH99 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",22890000,"{""os"": ""Windows 11 Home SL + Office Home & Student 2021 + Microsoft 365 Basic"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
176,A6,Laptop SSD 512GB,200,"Laptop Asus TUF Gaming FA506NCQ - HN005W (R7 170, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",28590000,"{""os"": ""Windows 11 Home"", ""cpu"": ""AMD Ryzen 7 - 170"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 4 GB"", ""weight"": 2.3, ""battery"": 48.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 144}",,TRUE,
